,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
schedel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
scheefgroei,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
scheepswrak,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
scheepvaartongeval,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schermde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
scherpt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schetsen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schijnveiligheid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schikt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schilderles,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schillende,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schoolfabrieken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schoolmelkregeling,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schoolpleinen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schools,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
schoolzwemm,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,2282","0,0"
schoontijd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schoor,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schotland,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schrikken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schril,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schuldpapieren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schuur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0345","0,0","0,0"
schuw,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schuwd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
scrubber,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
seerd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
sein,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
selectiebeslissing,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
selijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
selketen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
selproducent,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6972","0,0","0,0","0,0","0,0"
senrecht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
seren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
serum,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
serveren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
show,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
siek,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
siele,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
sierteelt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sies,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sieve,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,2282","0,0"
sigarettenfilter,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
significant,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
singen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sioenverzekering,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sisvoorziening,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
siteitsdoel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
siveerd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
skatepark,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slaapkamer,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slaatje,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slachterij,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slachthuismedewerker,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slachting,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slachtsnelheid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slang,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sleep,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
sleepnet,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sloegen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slopen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sluis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sluitpost,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
slurp,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
smakelijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snack,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snackbars,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
snak,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snelheidsbeperking,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
snelkookpan,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sneuvelen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snijmais,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snijpractica,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snipperd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snoep,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snoepautomaten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
snuit,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sociaaleconomisch,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0691","0,0","0,0"
softwareproject,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
solidariteitlanden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
solidariteitnoot,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sollicitant,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
soortgenoot,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
specht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
speelgoedknuffel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
speelnatuur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
speelplaats,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sportvisse,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sportvisserij,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
spotgoedkoop,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
spuiten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
spuitvrije,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
st,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,2282","0,0"
staal,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
staand,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
staandwantvisserij,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
staart,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stadslandbouw,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
stadspark,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stagneren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
stalbrand,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,1049"
stalsystemen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0524"
standigheid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stang,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stank,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stankoverlast,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
stant,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stappenplan,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stapvoets,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
steed,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
steende,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
steenkoolgas,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
steld,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stemgedrag,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sterkt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stervenshulp,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
steund,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
steunmaatregel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,2282","0,1049"
steunprogramma,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
stevenen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sticker,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stier,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stierkalf,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stigere,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stijlgerelateerde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stikken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stikstofneerslag,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stikstofoxid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stimuleerd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
stoep,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stofbad,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stookolie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
stoot,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,2282","0,0"
stopcontact,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stotelijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
straathoek,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
stranden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
stream,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
streeks,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
strekken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0524"
strijdig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0524"
strijding,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stro,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
strobreed,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
stroomnetwerk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stroomverbruik,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
struik,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
studentpsychologen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
studieadviseur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
studietijd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
stunt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
succesmodel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
suikerrijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
super,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
supermarktschap,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
surd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
surplusdier,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
surplusdieren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
suïcidepreventie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,1036","0,0","0,0"
syri,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
systeemfouten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
systeemveranderingde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
taalbaar,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
taald,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tabakslobby,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
tabakszaken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
taboedoorbreking,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tak,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
teelten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1992","0,0","0,0","0,0","0,0"
teeltverbod,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
teem,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
teer,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0345","0,0","0,0"
teerd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,2282","0,0"
teerzandolie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tegels,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0691","0,0","0,0"
tegengestelde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
tegengewerkt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
teit,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3486","0,0","0,0","0,0","0,0"
telijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
telingenorganisatie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
telkens,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,1036","0,0","0,0524"
temen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
temperatuurstijging,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
tend,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tenschending,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tentamen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
tenwelzijn,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
teplaats,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
teraden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
terafvoer,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
teren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1992","0,0","0,0","0,0","0,0524"
teriaal,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
terieel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
termijnbelangen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ternatieven,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
ters,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
teruggaan,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0524"
teruggegeven,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
teruggestort,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
teruggezet,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
terugtrekkende,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
terugtrekt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
terugwinnen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
testmethoden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
thailand,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
thuisbevalling,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
thuisland,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0691","0,0","0,0524"
thuiswerkend,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tibetaan,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tibiotica,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ticket,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3984","0,0","0,0","0,0","0,0"
tief,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,2282","0,0"
ties,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2988","0,0","0,0","0,0","0,0"
tieslag,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tige,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tijdbom,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tijdshorizon,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tijdvak,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tijdverdrijf,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tikken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tikkende,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tikte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ting,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tinggeld,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tingparadijs,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
tionale,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
